estimate,se,ci.lb,ci.ub,id_article
-0.00708818196797986,0.010091976294464214,-0.026868092037961706,0.012691728102001988,1
2.067760183401601e-5,0.008243024595939655,-0.016135353729885536,0.01617670893355357,2
-0.003938466970652966,0.010212900476355641,-0.02395538408200198,0.01607845014069605,3
-0.0068088772585503795,0.010220694792422694,-0.026841070948674942,0.013223316431574181,4
-0.006492986811023751,0.010228735418052004,-0.02654093983779493,0.013554966215747428,5
-0.0029828356622817282,0.01057680548386943,-0.02371299348215155,0.01774732215758809,6
-0.006648097087108874,0.010227584272356274,-0.026693793909775464,0.013397599735557715,7
-0.006491749328885483,0.01022832302852845,-0.026538894087042894,0.013555395429271928,8
-0.006219791316030514,0.01022675319251322,-0.02626385925213644,0.013824276620075415,9
-0.006795425570745667,0.010227920474353851,-0.02684178133721904,0.013250930195727706,10
-0.007105754629888086,0.011889852236701897,-0.030409436795326806,0.016197927535550636,11
-0.0038279970902346068,0.010224921373390494,-0.0238684747268338,0.016212480546364583,12
-0.005545469634729735,0.01021256953592494,-0.025561738114753547,0.014470798845294078,13
-0.006781886786045722,0.01027635553400096,-0.026923173525016476,0.013359399952925032,14
-0.0075706333011340094,0.010102579559576639,-0.027371325388854742,0.012230058786586721,15
-0.007035491102572108,0.010219341426601075,-0.02706503224442839,0.012994050039284173,16
-0.005627746450013674,0.0102105059438274,-0.02563997036384753,0.01438447746382018,17
-0.0051068188641505445,0.010254977255719847,-0.025206204947638842,0.014992567219337751,18
-0.006815538856818684,0.010227856293293584,-0.026861768830725444,0.013230691117088075,19
-0.006462519231931968,0.010228266528660372,-0.026509553252382814,0.01358451478851888,20
-0.006363394938909759,0.01024889822577446,-0.026450866342644153,0.013724076464824637,21
-0.00637051778794352,0.01022789172276516,-0.026416817202338558,0.013675781626451519,22
-0.006760174151459717,0.010214558999459701,-0.02678034190836022,0.013259993605440785,23
-0.006535735271309434,0.010228387176553975,-0.026583005757286553,0.013511535214667685,24
-0.007612685627520986,0.0102257439325282,-0.027654775450405233,0.012429404195363264,25
-0.006336295677419776,0.010282018211445835,-0.026488681060238554,0.013816089705399003,26
-0.005649407347051093,0.010276555202346405,-0.025791085428787774,0.014492270734685586,27
-0.01006333781876229,0.010205792392780223,-0.030066323342304385,0.009939647704779807,28
-0.006708008566303073,0.010223102893531684,-0.026744922047872384,0.01332890491526624,29
-0.01200778015258542,0.008120357768409877,-0.027923388920248822,0.003907828615077984,30
-0.0050460263903142,0.010221307443324367,-0.025079420854141138,0.014987368073512738,31
-0.006601569695028693,0.010225935216627206,-0.02664403442785781,0.013440895037800424,32
-0.007244234331337124,0.010275118463487791,-0.02738309645665573,0.012894627793981484,33
-0.005926938376249723,0.010269177615489492,-0.026054156653454036,0.014200279900954592,34
-0.0067144829516892325,0.010227867918843139,-0.026760735711254417,0.013331769807875954,35
-0.005789681972487148,0.010176479566330178,-0.02573521541190208,0.014155851466927785,36
-0.005789635482261082,0.010224075667923138,-0.02582845556660273,0.014249184602080564,37
