estimate,se,ci.lb,ci.ub,id_article
-5.682774484548396e-4,0.03187628942739352,-0.06304465668692102,0.06190810179001135,1
0.017274044909925092,0.02932866649745409,-0.04020908513967142,0.0747571749595216,2
0.012180634112362454,0.03200451267009435,-0.0505470580637783,0.0749083262885032,3
0.0031004187307771837,0.032962809596385007,-0.0615055009073887,0.06770633836894306,4
-0.008478797766138241,0.029784345908463468,-0.06685504304980955,0.04989744751753307,5
0.0043789902933996615,0.032539597771500346,-0.05939744941016081,0.06815542999696014,6
0.006929800201004413,0.03300703730688334,-0.05776280415685687,0.07162240455886569,7
3.805755374793215e-4,0.03268071010872805,-0.06367243926482172,0.06443359033978036,8
0.006331819354553535,0.03227693797306982,-0.05692981660389656,0.06959345531300362,9
0.004012303229194881,0.03307532596285804,-0.060814144434929454,0.06883875089331921,10
0.0027821786184403265,0.033000978138190855,-0.06189854998700743,0.06746290722388808,11
0.008535373359209826,0.03322157932486861,-0.056577725627073125,0.07364847234549278,12
0.008186166557097982,0.032771503893627936,-0.05604480079362691,0.07241713390782288,13
0.007609971027022979,0.03341863523697744,-0.057889350449933964,0.07310929250397992,14
0.0011524874110135158,0.032316197812034826,-0.06218609641784683,0.06449107123987387,15
-0.0017615280621796116,0.03220542504494917,-0.06488300125708422,0.061359945132725004,16
-0.003568322177545041,0.03129459466292124,-0.06490460062765006,0.05776795627255998,17
0.006020643551146834,0.03357312228643445,-0.059781466978823715,0.07182275408111738,18
0.0013297933780644065,0.032683888127970843,-0.06272945022749468,0.0653890369836235,19
0.005464573584057816,0.032783586569362144,-0.05879007537594301,0.06971922254405864,20
0.020194729637132314,0.027617109184974634,-0.03393380972252829,0.07432326899679292,21
0.0018332796972460065,0.03284031116015589,-0.06253254741774834,0.06619910681224035,22
0.0028993870070217666,0.03258539884157184,-0.06096682114433224,0.06676559515837577,23
0.0048231934282157276,0.033098024796300085,-0.060047743131946094,0.06969412998837755,24
0.003726488594102369,0.033064668965681186,-0.061079071739371986,0.06853204892757672,25
0.004258869853919357,0.03395202582632204,-0.062285877967845606,0.07080361767568433,26
0.008041672207574884,0.03337572560022949,-0.05737354792676638,0.07345689234191616,27
0.0011258996696169585,0.03281435834525467,-0.06318906086287354,0.06544086020210746,28
0.0039344804361333705,0.03300857901206518,-0.06076114560835909,0.06863010648062583,29
-0.003457942888541784,0.03258269926682243,-0.06731885997061338,0.0604029741935298,30
0.014656772334351814,0.03181681718539347,-0.04770304345171443,0.07701658812041806,31
0.005404822823983675,0.033086572008615873,-0.059443666684794505,0.07025331233276186,32
0.0025586745795472925,0.03348794194384709,-0.06307648554676125,0.06819383470585584,33
0.005381360987857098,0.03354067839375225,-0.060357160680938056,0.07111988265665226,34
3.6766668221450326e-4,0.03264751581278403,-0.06362028849554409,0.06435562185997311,35
0.0052141538209480864,0.03231354062951458,-0.05811922202587223,0.0685475296677684,36
0.005623435552499935,0.033091802433402616,-0.0592353054004841,0.07048217650548397,37
